Britain|Albion,Blighty
appropriate|abstract,appurtenant,apt,budget,defalcate,deserved,embezzle,hijack,liberate,lift,misappropriate,reproduce,seasonable
approval|acceptance,backing,concurrence,leave,praise,say-so,validation
approve|back,buy,pass,praise
approving|panegyrical,rapturous
approximate|ballpark,close,coarse-grained,woolly
approximately|approaching,circa,nigh
approximation|comparison,guesstimate,guesswork,surmise
appurtenances|incidentals,stuff
apron|overall,pinny
apropos|anent,illogically,re,timely
apt|astute,capable,genius,intelligent,tailor-made,timely,whip-smart
aptitude|artistry,brain,faculty,fitness,genius,know-how
aptness|becomingness,rightness,timeliness
aquatic|fluvial,oceanic,thalassic
aqueduct|spillway,viaduct
aquiline|angular,falciform
arable|lush,tillable
arbiter|critic,peacemaker
arbitrary|antidemocratic,casual,discretional,high-handed,illiberal,subjective,unrestrained,wanton
arbitration|arbitrament,judgment,peacebuilding
arc|arch,climb,curling,half-moon,turn
arcane|dark,occult
arch|affected,frolicsome,tongue-in-cheek
arch-|head,super-,total
archaic|antwacky,dead,démodé,oldfangled
arched|bowed,embowed
archetypal|copybook,hackneyed,hacky,illustrative
archetype|idea,mold,stereotype
architect|agent,begetter,draftsman,mastermind
architecture|architectonics,constitution,construction,framework,setup
archive|accounts,cache,chancery,evidence,ledgers,muniments,paperwork,pigeonhole,post
arctic|Baltic,Siberian,algid,extreme,hyperborean,northerly,wintry
ardent|assiduous,hot-blooded,sincere
ardor|empressement,hot-bloodedness,readiness,sincerity
arduous|Herculean,exacting,exigent,grinding,harrowing,knackering,toilsome
area|acreage,belt,compass,endz,footprint,line,patch,proportions,quarter,realm,territory,turf
arena|bowl,cirque,coliseum,hippodrome,lists,park,pitch,platform,world
argot|-speak,geekspeak
arguable|imaginable,moot
arguably|controversially,potentially
argue|allege,altercate,asseverate,certify,controvert,justify,represent
argument|afters,case,controversy,demonstration,falling-out,grounds,polemic,precis,rammy,rationalization,row,storyline
argumentative|oppugnant,polemical,pugnacious
arid|desiccated,desolate,soul-destroying,sterile,thirsty,torrefied
aright|OK,truly
arise|accrue,commence,flow
aristocracy|aristos,patricians,toffs
aristocratic|courtly,debonair,elite,proud,respectable,silver-spoon,snobbish,stylish
arm|fortify,stock
armistice|letup,moratorium,peace
armor|panoply,shield
armored|mailed,toughened
arms|blazonry,crusade,materiel,skirmish
army|array,horde,host,myriad
aromatic|balmy,odoriferous,pungent,redolent
around|approaching,circa,convenient,framing,plus-minus
arouse|attract,enkindle,inspirit,rouse,titillate
arraign|bag,cite,do,impeach,inculpate,rate,reprehend,reprove,slash
arraignment|beef,citation,inculpation,plaint
arrange|contrive,dispose,file,harmonize,methodize,triage
arrangement|alignment,categorization,grouping,harmonization,ordering,plans,provision
arrant|brazen,deep-dyed,fair,full-bore,right,right-down,unconditional
array|amassing,finery,garments,garms,muster,reveal,selection,spectacle
arrears|deficit,dues,stockpile
arrest|engage,enrapture,interruption,nick,stay
arresting|amazeballs,engaging
arrival|approach,immigrant,inauguration,incomer,visitant
arrive|accomplish,attain,befall,clinch,materialize,reach,sanction,start
arriviste|adventuress,vulgarian
arrogance|affectation,big-headedness,immodesty,imperiousness,insolence,scoffing,smugness
arrogant|affected,bigheaded,cocky,immodest,imperious,scoffing,superior
arrow|dart,index,quarrel,reed
arsenal|armaments,collection
arson|fire-raising,firebombing
arsonist|fire-raiser,firebomber,pyro,torch
art|artfulness,artifice,competence,know-how,technique,virtuosity,wiles
artful|calculating,canny,double-dealing,fly,shonky,slim,smart,subtle
article|dingus,discourse,doobry,gizmo,implement,product,segment,stipulation,theme,thingo
articulate|mouth,table,understandable,vocal
articulated|articulate,bending,interlocked,segmented
articulation|divulgation,mouthing,tabling,talk
artifice|dodge,flanker,flimflam,grift,pretense,rig,rort,schlenter,wheeze
artificial|campy,fabricated,facsimile,fakey,plastic,so-called,spurious,substitute
artisan|artificer,handicraftswoman,journeyman
artist|begetter,crackerjack,ninja,proficient
artiste|acrobat,artist,executant,superstar,thespian
artistic|cultivated,discerning,expressive,inspired,original
artistry|eloquence,workmanship
as|beside,for,forasmuch,however,like,simultaneously,vis-à-vis
ascend|arise,soar,tower
ascendancy|advantage,influence,prepollency
ascent|Ascension,acclivity,leap,soaring,trek
ascertain|cognize,comprehend,get,savvy
ascetic|cenobite,dervish,hermitic,hikikomori,monk,mortified,muni,nunlike,sannyasi
asceticism|anchorism,self-mortification,severity
ashamed|afraid,apologetic,averse,compunctious,distressed
ashen|bloodless,ghostly,lymphatic
aside|alongside,apostrophe,excursion,excursus,notwithstanding
asinine|chowderheaded,damfool,dof,dotish,glaikit,gormless,weak-minded
ask|catechize,crave,summon,supplicate
askance|disdainfully,distrust
askew|cock-eyed,squiffy,thrawn,unsymmetrical
asleep|anesthetized,comatose,torpefied,unfeeling
aspect|effect,flavor,location,regard,side,strand
aspersions|contemn,contumely,curses,lambaste,monster,objurgation,slagging,slate,slur,tongue-lashing,vilipend
asphyxiate|constrict,kill,stifle
aspiration|dream,itch,wish
aspiring|expectant,future,purposeful,wishful
ass|Sitzfleisch,bahookie,bippy,breech,clunge,derrière,haunches,jacksie,nates,posterior,rass
assail|bag,besiege,dog,jump,monster,rate,reprehend,slash
assailant|assaulter,mugger
assassin|homicide,slayer,terminator
assassinate|hit,slay,terminate
assassination|hit,martyrdom,slaying
assault|ABH,besiege,campaign,mugging,quilt,rap,smite,welt
assay|probe
assemble|amass,convoke,foregather
assembly|company,get-together,joining
assent|back,backing,buy,concurrence,leave,pass,say-so,validation
assert|asseverate,avow,opine,stress
assertion|asseveration,avowal,upholding
assertive|assaultive,pushful,pushy
assess|analyze,estimate
assessment|analysis,estimate
asset|help,pro,securities
assiduous|fussy,particular,strict
assign|alienate,apportion,attorn,co-opt,dub,hypothecate,impute,reserve,set,stipulate
assignation|tryst,tweetup
assignment|alienation,attornment,budgeting,enterprise,prep
assimilate|acculturate,admit,get,master
assistance|collaboration,easement,services
assistant|backer,gopher,junior,pusher,servant,shopman,skivvy,vendor
associate|acquaintance,buddy,compeer,confrère,consociate,henchman,integrate,offsider,oppo
associated|bound,cognate,corresponding,incidental
association|cartel,cooperation,dealings,merger,sodality,union
assorted|dissimilar,divers,farraginous
assortment|hash,motley
assuage|diminish,kill,lenify,lower
assume|figure,glean,impersonate,opine,ween
assumed|adopted,cod,pseud,pseudonymous
assumption|affectation,claiming,fancy,guesstimate,pretending,reckoning
assurance|commitment,confidence,coolheadedness,coverage,expectation,parole,provision,unflappability
assure|establish,tell,warrant
assured|coolheaded,equanimous,established,faultless,laid-back,nonplussed
astonish|bewilder,nonplus
astonished|bemused,gobsmacked,wonderstruck
astonishing|amazeballs,disquieting,stupefying
astound|bewilder,nonplus
astounding|amazeballs,disquieting,stupefying
astray|adrift,awry
astringent|acerb,catty,mordacious,sarky,searing,snarky,styptic,trenchant,vicious
astrology|astromancy,horoscopes,stargazing
astronomical|ginormous,heavenly,inordinate,king-size,rip-roaring
astute|calculating,judicious,long-headed,pawky,sapient,savvy,suss,whip-smart
asylum|den,immunity,institution,madhouse,oasis
asymmetrical|cock-eyed,crooked,formless,squiffy,thrawn
atheist|nihilist,nullifidian,paynim
athlete|contender,jockstrap,sportsperson
athletic|Herculean,buff,competitive,gymnastic,jacked,mesomorphic,shredded,stalwart,stark
athletics|competitions,gymnastics,palaestra
atmosphere|context,emanation,sky,subcurrent,vibes,vibrations
atom|dot,scruple,stim,tad,vestige
atone|answer,offset,requite
atonement|amends,redemption,requital,solatium
atrocious|beastly,chickenshit,direful,execrable,facinorous,horrible,poxy,scurvy,sick,unsatisfactory
atrocity|abuse,malefaction,malfeasance,tort
atrophy|decay,enfeeblement,subside,wilt
attach|appoint,chain,clip,disseize,impute,lend,poind,sequestrate,solder,subjoin
attached|betrothed,contracted,involved,plighted
attachment|auxiliary,belonging,commandeering,connecting,disseisin,insertion,loyalty,poinding,relocation,sympathies
attack|abuse,access,aggress,ambush,bag,blast,bollocking,caning,dose,flare-up,infect,injure,inroad,onset,philippic,rate,rating,razzia,reprehend,reproval,revilement,slash,storm,stricture,vilification
attacker|murderer,slasher,striker
attain|effect,make,reify
attainable|accomplishable,imaginable,realizable
attainment|acquisition,capability,consummation,fruition,qualification,reification
attempt|assay,essay,experiment,whack
attend|catch,doctor,mark,mind,patronize,regard,shadow
attendance|aiding,available,gate,gathering,muster,showing
attendant|accessory,batman,consequent,custodian,flunkey,garçon,helper,houseman,minder,sidekick,skivvy,tender,warden
attention|action,attentiveness,blandishment,courting,deference,inquisitiveness,scrutiny,service
attentive|chivalrous,decent,interested,mannerly,regardful,responsible
attenuated|attenuate,enervated,skeletal
attest|asseverate,guarantee
attire|accoutre,adorn,apparel,furbelow,getup,regalia,rig-out,strip,threads,trappings,vestments
attitude|approach,carriage,interpretation,stand
attorney|QC,brief,counselor-at-law
attract|magnetize,rivet,stimulate
attraction|captivation,come-on,crowd-pleaser,draw,magnetism,spell
attractive|beauteous,bonny,bootylicious,come-to-bed,fair,irresistible,nubile,pulchritudinous,scorchio,spunky
attribute|allocate,quirk
attrition|attenuation,damaging,detrition,harrying
attune|acclimate,tailor
atypical|alien,divergent,extraordinary,rum
auburn|hennaed,rufescent
audacious|contumelious,flip,go-ahead,madcap,mettlesome,smart-arsed,smart-assed,temerarious
audacity|assumption,balls,ballsiness,chutzpah,cockiness,confidence,crust,grit,hide,malapertness,recklessness,sand,sauce,snash,temerariousness,temerity
audible|appreciable,carrying
audience|aficionados,discussion,freaks,patrons,punters,stalls,turnout,viewership
audit|dissection,look-see
augment|escalate,inflate,reinforce,upgrade
augur|auspicate,denote,foresee,harbinger,haruspex,previse,spae,spaeman
august|aristocratic,proud
aura|emanation,vibe,vibrations
auspices|care,ward
auspicious|beneficial,encouraging
austere|ascetic,continent,hard-nosed,no-nonsense,restrained,solid,uncharitable,upright
austerity|canniness,continence,penury,purity,self-restraint,steeliness,unpretentiousness
authentic|dinkum,echt,faithful,honest-to-goodness,pukka,simon-pure,sterling,valid,veridical,veritable
authenticate|certify,document,guarantee
authenticity|credibility,factualness,historicity,originality,veridicality
author|agent,begetter,biographer,correspondent,littérateur,pen-pusher,producer,songwriter,wordsmith
authoritarian|absolutist,antidemocratic,martinet,unyielding
authoritative|authoritarian,classic,sanctioned,verifiable
authority|adept,clearance,confidence,crackerjack,domination,drag,droit,eminence,esteem,grip,integrity,license,passage,permit,profession,pull,say-so,scholar,station,teeth,weight,wizard
authorization|accreditation,clearance,mandate,permit,say-so
authorize|approbate,countenance,empower,entitle,legitimatize,warrant
authorized|commissioned,licit,warranted
autocracy|autarchy,dystopia
autocrat|absolutist,monocrat
autocratic|arbitrary,dystopian,monocratic,repressive,unyielding
automatic|compulsory,gut,habitual,inadvertent,ineluctable,mechanical,obvious,self-executing,unconditioned,unmanned
automobile|auto,motorcar,rustbucket,wheels
autonomous|autarchic,self-sufficient
autonomy|autarchy,individualism
auxiliary|adjunct,aide,aiding,other
avail|bootlessly,employ
available|contactable,convenient,gettable,procurable,unused
avalanche|icefall,landslip,volley,wave
avant-garde|bohemian,left-field,neoteric,revolutionary,way-out
avarice|grabbiness,mercenariness,miserliness,pleonexia
avaricious|Mammonistic,grabby,mean,miserly,money-grabbing
avenue|highway,route
aver|asseverate,avouch,protest
average|amateurish,bush-league,center,garden-variety,half-pie,jake,middle,par,tolerable,typically,unexceptional
averse|agin,loath
aversion|allergy,disrelish,horror,hostility,phobia,shunning
aviator|aeronaut,aircrew,aviatrix
avid|earnest,insatiable
avidity|passionateness,thirst,voraciousness
avoid|bilk,body-swerve,bypass,decline,duck-shove,elude,eschew,funk,ignore,jouk
avoidable|avertable,escapable,unnecessary
avow|admit,asseverate,insist
avowed|known,overt
awake|arouse,cognize,conscious,insomnolent,restive,watchful
awaken|arouse,enkindle,revive
awakening|birth,revival
award|allow,bestowal,bursarship,damages,decoration,endowment,gong,grant,medal,scholarship
aware|down,enlightened,switched-on
awareness|appreciation,knowledge
awash|overflowing,submersed
away|absent,isolated
awe|astonishment,fear,respect
awe-inspiring|amazeballs,awful,fearsome,impressive,incredible,wondrous
awed|fearful,open-mouthed,reverential
awesome|amazeballs,awful,badass,impressive,sublime,unbelievable,wondrous
awestruck|fearful,open-mouthed,reverential
awful|amazing,apologetic,beastly,chickenshit,crappy,critical,crook,crummy,egregious,execrable,fearful,giddy,godawful,icky,loathly,lousy,nauseous,noisome,peakish,peaky,peely-wally,poorly,poxy,ropy,seedy
awfully|awfy,egregiously,fair,hellish,inexpertly,lekker,majorly,particularly,powerful,profoundly,quite,right,rottenly,sore,très
awkward|balky,bolshie,cack-handed,cloddish,coltish,compromising,cringe-making,dodgy,fiddly,froward,gnarly,lubberly,lumbersome,obstinate,pervicacious,pesky,stiff,strained,thrawn,tricky,trying,unfortunate,unhandy,unquiet,unseasonable,vexatious
awkwardness|gawkiness,nervousness
awning|covering,sunblind,tarpaulin,velarium
awry|cock-eyed,misaligned,squiffy,thrawn,up
axe|adze,chopper,cleaver,discharge,discontinue,poleaxe,tomahawk
axiom|aphorism,gnome,postulate,principle
axiomatic|granted,indemonstrable,undeniable
axis|concordat,horizontal,league
axle|mandrel,pivot
azure|cerulean,cyanic,ultramarine
babble|blether,chuntering,drivel,jibber-jabber,mag,plash,slabber,spill,tinkle,twaddle,twattle,waffle
babe|bae,bairn,dear,neonate,querida,sweeting,tiny
babel|confusion,hubbub,hullabaloo,screaming,shivaree,stramash
baby|bae,bairn,bite-sized,cocker,dear,feather-bed,fun-size,little-bitty,littlest,nanny,neonate,querida,sweeting,tiddly,tiny,vest-pocket,wee
back|aid,backpedal,champion,furtively,gravel,off,posterior,provoke,quake,rachis,rasp,rearmost,rearwards,reconsider,repudiate,second,stake,stern,support,underside,validate,verso
back-breaking|heavy,killing,knackering,toilsome
backbiting|aspersions,bad-mouthing,revilement,rubbishing
backbone|back,balls,bottle,grit,manliness,rachis,sinews,vertebrae
backchat|lip,procacity,snash
backer|Maecenas,angel,booster,friend,protagonist,second
background|atmosphere,backstage,credentials,framework,influences,knowledge,lead-up,rearing,scene,tradition,unnoticed
backhanded|equivocal,sardonic,two-edged
